Nomor Asset Utama;Profit Center;Profit Center Text;Cost Center Baru;Deskripsi Cost Center Baru;Nama Cabang/Kawasan;Kode Plant;Periode/Bulan;Tahun Buku;Nomor Asset Asal;Nomor Asset;Sub-number;GL Account Aset;Asset Class;Asset Class Name;Deskripsi Kelompok Aset;Deskripsi Status Aset Tetap;Asset Main No. Text;Akuisisi;Keterangan Asset;Tgl Akusisi;Tgl Perolehan;Tgl Mulai Penyusutan;Masa Manfaat;Sisa Manfaat Aset;Nilai Perolehan Awal Tahun;Nilai Residu %;Nilai Residu Rp;Nilai Perolehan s.d Tahun Berjalan;Adjusment Nilai Perolehan;Nilai Buku Awal Tahun;Nilai Buku s.d Tahun Berjalan;Penyusutan/Bulan;Penyusutan s.d Bulan Berjalan;Penyusutan Tahun Lalu;Penyusutan/Tahun;Akumulasi Penyusutan Tahun Lalu;Adjusment Akm Penyusutan;Penghapusan;Asset Shutdown;Akumulasi Penyusutan;Additional Description;Serial number;Alamat;GL Account Exp. Depre.
120502004487-4;12211;TG TEMBAGA;1221102211;Pelayanan Kapal;Terminal Tanjung Tembaga;1041;12;2025;;120502004487;4;1205010200;120502;Bangunan Fasipel;Fixed Breakwater;Aset Tetap Pemilikan Langsung;A/552674195;0;Talud Bag.Utara;01/01/1956;01/01/1956;01/07/1966;600;0;414.750;0,00000000000;1;414.750;0;1;1;0;0;-414.749;0;-414.749;0;0;;-414.749;211.02.002201565600;;Dinas Jasa;5040201010
120502004487-5;12211;TG TEMBAGA;1221102211;Pelayanan Kapal;Terminal Tanjung Tembaga;1041;12;2025;;120502004487;5;1205010200;120502;Bangunan Fasipel;Talud/Dinding Penahan Tanah;Aset Tetap Pemilikan Langsung;A/552674195;0;Plengsengan Penahan Gelombang;01/07/1993;01/07/1993;01/10/1992;600;201;18.081.818;0,00000000000;1.000.000;18.081.818;0;7.064.046;6.722.410;-28.469;-341.636;-11.017.772;-341.636;-11.017.772;0;0;;-11.359.408;211.02.00222610410400;;Tg Tembaga Barat;5040201010
120502004487-6;12211;TG TEMBAGA;1221102211;Pelayanan Kapal;Terminal Tanjung Tembaga;1041;12;2025;;120502004487;6;1205010200;120502;Bangunan Fasipel;Talud/Dinding Penahan Tanah;Aset Tetap Pemilikan Langsung;A/552674195;0;Rehab Talud Penahan Gelombang;01/10/1996;01/10/1996;01/09/1996;600;248;58.750.910;0,00000000000;1.000.000;58.750.910;0;26.025.395;24.870.377;-96.251;-1.155.018;-32.725.515;-1.155.018;-32.725.515;0;0;;-33.880.533;211.02.00223912112100;;Sebelah Barat;5040201010
120502004487-7;12211;TG TEMBAGA;1221102211;Pelayanan Kapal;Terminal Tanjung Tembaga;1041;12;2025;;120502004487;7;1205010200;120502;Bangunan Fasipel;Talud/Dinding Penahan Tanah;Aset Tetap Pemilikan Langsung;A/552674195;0;Rehab Talud Sebelah Barat;01/08/1997;01/08/1997;01/06/1997;600;257;95.363.636;0,00000000000;1.907.273;95.363.636;0;43.806.876;41.937.749;-155.760;-1.869.127;-51.556.760;-1.869.127;-51.556.760;0;0;;-53.425.887;211.05.00224112312300;;Sebelah Pt Tekat;5040201010
120502004487-9;12211;TG TEMBAGA;1221102211;Pelayanan Kapal;Terminal Tanjung Tembaga;1041;12;2025;;120502004487;9;1205010200;120502;Bangunan Fasipel;Talud/Dinding Penahan Tanah;Aset Tetap Pemilikan Langsung;A/552674195;0;Pier Bagian Dalam;01/01/1998;01/01/1998;01/01/1998;600;264;146.432.000;0,00000000000;1.000.000;146.432.000;0;67.898.720;64.990.080;-242.387;-2.908.640;-78.533.280;-2.908.640;-78.533.280;0;0;;-81.441.920;211.02.00224612812800;;Probolinggo;5040201010
120502004487-8;12211;TG TEMBAGA;1221102211;Pelayanan Kapal;Terminal Tanjung Tembaga;1041;12;2025;;120502004487;8;1205010200;120502;Bangunan Fasipel;Talud/Dinding Penahan Tanah;Aset Tetap Pemilikan Langsung;A/552674195;0;Rehab Talud Sebelah Barat;01/12/1998;01/12/1998;01/10/1998;600;273;89.622.727;0,00000000000;1.792.455;89.622.727;0;43.511.835;41.755.230;-146.383;-1.756.605;-46.110.892;-1.756.605;-46.110.892;0;0;;-47.867.497;211.03.00224412612600;;Probolinggo;5040201010
120502004487-10;12211;TG TEMBAGA;1221102211;Pelayanan Kapal;Terminal Tanjung Tembaga;1041;12;2025;;120502004487;10;1205010200;120502;Bangunan Fasipel;Talud/Dinding Penahan Tanah;Aset Tetap Pemilikan Langsung;A/552674195;0;Rehab Plengsengan Panjang 156 M';01/12/2000;01/12/2000;01/07/2006;120;0;113.811.818;0,00000000000;1;113.811.818;0;1;1;0;0;-113.811.817;0;-113.811.817;0;0;;-113.811.817;211.02.00225313613600;;Pelabuhan Probolinggo;5040201010
120502004487-11;12211;TG TEMBAGA;1221102211;Pelayanan Kapal;Terminal Tanjung Tembaga;1041;12;2025;;120502004487;11;1205010200;120502;Bangunan Fasipel;Talud/Dinding Penahan Tanah;Aset Tetap Pemilikan Langsung;A/552674195;0;Rehab Pek. Talud;30/09/2001;30/09/2001;01/08/2001;600;307;181.726.364;0,00000000000;3.634.527;181.726.364;0;98.320.020;94.758.183;-296.820;-3.561.837;-83.406.344;-3.561.837;-83.406.344;0;0;;-86.968.181;211.06.00225914214200;;Tanjung Tembaga;5040201010
120502004487-2;12211;TG TEMBAGA;1221102211;Pelayanan Kapal;Terminal Tanjung Tembaga;1041;12;2025;;120502004487;2;1205010200;120502;Bangunan Fasipel;Talud/Dinding Penahan Tanah;Aset Tetap Pemilikan Langsung;A/552674195;0;Rehab Pek. Penahan Gelombang 78 M';30/11/2001;30/11/2001;01/11/2001;600;310;89.124.545;0,00000000000;1.000.000;89.124.545;0;48.293.506;46.531.015;-146.874;-1.762.491;-40.831.039;-1.762.491;-40.831.039;0;0;;-42.593.530;211.02.00226014314300;;Tanjung Tembaga;5040201010
120502004487-3;12211;TG TEMBAGA;1221102211;Pelayanan Kapal;Terminal Tanjung Tembaga;1041;12;2025;;120502004487;3;1205010200;120502;Bangunan Fasipel;Talud/Dinding Penahan Tanah;Aset Tetap Pemilikan Langsung;A/552674195;0;Perbaikan Penahan Gelombang dan Kade;31/07/2002;31/07/2002;01/07/2002;600;318;144.142.727;0,00000000000;1.000.000;144.142.727;0;79.728.499;76.865.644;-238.572;-2.862.855;-64.414.228;-2.862.855;-64.414.228;0;0;;-67.277.083;211.02.00226314614600;;Probolinggo;5040201010
120502004487-0;12211;TG TEMBAGA;1221102211;Pelayanan Kapal;Terminal Tanjung Tembaga;1041;12;2025;;120502004487;0;1205010200;120502;Bangunan Fasipel;Talud/Dinding Penahan Tanah;Aset Tetap Pemilikan Langsung;A/552674195;0;Talud Bag.Barat Luar;01/01/2020;01/01/2020;01/07/1966;600;0;1.066.502;0,00000000000;1;1.066.502;0;1;1;0;0;-1.066.501;0;-1.066.501;0;0;;-1.066.501;211.02.002197525200;;Dinas Jasa;5040201010
120502004487-1;12211;TG TEMBAGA;1221102211;Pelayanan Kapal;Terminal Tanjung Tembaga;1041;12;2025;;120502004487;1;1205010200;120502;Bangunan Fasipel;Talud/Dinding Penahan Tanah;Aset Tetap Pemilikan Langsung;A/552674195;0;Pier Bag.Barat;01/01/2020;01/01/2020;01/07/1966;600;0;1.389.415;0,00000000000;1;1.389.415;0;1;1;0;0;-1.389.414;0;-1.389.414;0;0;;-1.389.414;211.02.0021779900;;Probolinggo;5040201010
120502004488-4;12211;TG TEMBAGA;1221102211;Pelayanan Kapal;Terminal Tanjung Tembaga;1041;12;2025;;120502004488;4;1205010200;120502;Bangunan Fasipel;Talud/Dinding Penahan Tanah;Aset Tetap Pemilikan Langsung;A/358480598;0;Penahan Gelombang;01/11/1991;01/11/1991;01/07/1991;600;186;36.613.636;0,00000000000;1.000.000;36.613.636;0;12.752.499;12.040.226;-59.356;-712.273;-23.861.137;-712.273;-23.861.137;0;0;;-24.573.410;211.02.002216878700;;Dinas Jasa;5040201010
120502004488-5;12211;TG TEMBAGA;1221102211;Pelayanan Kapal;Terminal Tanjung Tembaga;1041;12;2025;;120502004488;5;1205010200;120502;Bangunan Fasipel;Talud/Dinding Penahan Tanah;Aset Tetap Pemilikan Langsung;A/358480598;0;Rehab Talud;01/04/1993;01/04/1993;01/09/1992;600;200;22.454.545;0,00000000000;1.000.000;22.454.545;0;8.580.606;8.151.515;-35.758;-429.091;-13.873.939;-429.091;-13.873.939;0;0;;-14.303.030;211.02.00222510310300;;Tg Tembaga;5040201010
120502004488-6;12211;TG TEMBAGA;1221102211;Pelayanan Kapal;Terminal Tanjung Tembaga;1041;12;2025;;120502004488;6;1205010200;120502;Bangunan Fasipel;Talud/Dinding Penahan Tanah;Aset Tetap Pemilikan Langsung;A/358480598;0;Talud/Penahan Gelombang Rehab;01/11/1994;01/11/1994;01/03/1994;600;218;18.072.027;0,00000000000;1.000.000;18.072.027;0;7.544.276;7.202.836;-28.453;-341.440;-10.527.751;-341.440;-10.527.751;0;0;;-10.869.191;211.02.00223011111100;;Probolinggo;5040201010
120502004488-7;12211;TG TEMBAGA;1221102211;Pelayanan Kapal;Terminal Tanjung Tembaga;1041;12;2025;;120502004488;7;1205010200;120502;Bangunan Fasipel;Talud/Dinding Penahan Tanah;Aset Tetap Pemilikan Langsung;A/358480598;0;Talud/Penahan Gelombang Rehab;01/11/1994;01/11/1994;01/08/1994;600;223;42.590.909;0,00000000000;1.000.000;42.590.909;0;17.289.773;16.457.955;-69.318;-831.818;-25.301.136;-831.818;-25.301.136;0;0;;-26.132.954;211.02.00223111211200;;Probolinggo;5040201010
120502004488-8;12211;TG TEMBAGA;1221102211;Pelayanan Kapal;Terminal Tanjung Tembaga;1041;12;2025;;120502004488;8;1205010200;120502;Bangunan Fasipel;Talud/Dinding Penahan Tanah;Aset Tetap Pemilikan Langsung;A/358480598;0;Rehab Talud Penahan Gelombang;01/02/1995;01/02/1995;01/12/1994;600;227;49.909.091;0,00000000000;1.000.000;49.909.091;0;20.482.121;19.503.939;-81.515;-978.182;-29.426.970;-978.182;-29.426.970;0;0;;-30.405.152;211.02.00223411511500;;Sebelah Timur;5040201010
120502004488-9;12211;TG TEMBAGA;1221102211;Pelayanan Kapal;Terminal Tanjung Tembaga;1041;12;2025;;120502004488;9;1205010200;120502;Bangunan Fasipel;Talud/Dinding Penahan Tanah;Aset Tetap Pemilikan Langsung;A/358480598;0;Pier Bagian Timur;31/12/1999;31/12/1999;01/12/1999;600;287;180.070.000;0,00000000000;1.000.000;180.070.000;0;90.236.550;86.655.150;-298.450;-3.581.400;-89.833.450;-3.581.400;-89.833.450;0;0;;-93.414.850;211.02.00225113413400;;Probolinggo;5040201010
120502004488-2;12211;TG TEMBAGA;1221102211;Pelayanan Kapal;Terminal Tanjung Tembaga;1041;12;2025;;120502004488;2;1205010200;120502;Bangunan Fasipel;Talud/Dinding Penahan Tanah;Aset Tetap Pemilikan Langsung;A/358480598;0;Perbaikan Break Water;04/10/2010;04/10/2010;01/11/2010;600;418;161.272.727;0,00000000000;1.000.000;161.272.727;0;115.862.120;112.656.665;-267.122;-3.205.455;-45.410.607;-3.205.455;-45.410.607;0;0;;-48.616.062;211.02.00228134834800;;Cabang Probolinggo;5040201010
120502004488-0;12211;TG TEMBAGA;1221102211;Pelayanan Kapal;Terminal Tanjung Tembaga;1041;12;2025;;120502004488;0;1205010200;120502;Bangunan Fasipel;Talud/Dinding Penahan Tanah;Aset Tetap Pemilikan Langsung;A/358480598;0;Talud Bag.Timur Dalam;01/01/2020;01/01/2020;01/07/1966;600;0;799.876;0,00000000000;1;799.876;0;1;1;0;0;-799.875;0;-799.875;0;0;;-799.875;211.02.002198535300;;Dinas Jasa;5040201010
120502004488-1;12211;TG TEMBAGA;1221102211;Pelayanan Kapal;Terminal Tanjung Tembaga;1041;12;2025;;120502004488;1;1205010200;120502;Bangunan Fasipel;Talud/Dinding Penahan Tanah;Aset Tetap Pemilikan Langsung;A/358480598;0;Pier Bag.Timur;01/01/2020;01/01/2020;01/07/1966;600;0;1.315.403;0,00000000000;1;1.315.403;0;1;1;0;0;-1.315.402;0;-1.315.402;0;0;;-1.315.402;211.02.002178101000;;Probolinggo;5040201010
120502004488-3;12211;TG TEMBAGA;1221102211;Pelayanan Kapal;Terminal Tanjung Tembaga;1041;12;2025;;120502004488;3;1205010200;120502;Bangunan Fasipel;Talud/Dinding Penahan Tanah;Aset Tetap Pemilikan Langsung;A/358480598;0;Talud Bag.Timur Dalam;01/01/2020;01/01/2020;01/07/1966;600;0;1.125.753;0,00000000000;1;1.125.753;0;1;1;0;0;-1.125.752;0;-1.125.752;0;0;;-1.125.752;211.02.002200555500;;Dinas Jasa;5040201010
120502004489-0;12211;TG TEMBAGA;1221102211;Pelayanan Kapal;Terminal Tanjung Tembaga;1041;12;2025;;120502004489;0;1205010200;120502;Bangunan Fasipel;Gudang Penumpukan;Aset Tetap Pemilikan Langsung;A/1;0;Gudang 106;01/01/1924;01/01/1924;01/07/1966;600;0;99.720.000;0,00000000000;1;99.720.000;0;1;1;0;0;-99.719.999;0;-99.719.999;0;0;;-99.719.999;211.07.002202575700;;Dinas Jasa;5040201010
120502004490-0;12211;TG TEMBAGA;1221102211;Pelayanan Kapal;Terminal Tanjung Tembaga;1041;12;2025;;120502004490;0;1205010200;120502;Bangunan Fasipel;Gudang Penumpukan;Aset Tetap Pemilikan Langsung;A/1;0;Gudang 101;01/01/1930;01/01/1930;01/07/1966;600;0;792.774.000;0,00000000000;1;792.774.000;0;1;1;0;0;-792.773.999;0;-792.773.999;0;0;;-792.773.999;211.07.002203585800;;Dinas Jasa;5040201010
120502004491-0;12211;TG TEMBAGA;1221102211;Pelayanan Kapal;Terminal Tanjung Tembaga;1041;12;2025;;120502004491;0;1205010200;120502;Bangunan Fasipel;Gudang Penumpukan;Aset Tetap Pemilikan Langsung;A/42893010;0;Gudang 102;01/01/1969;01/01/1969;01/11/1968;600;0;657.113.250;0,00000000000;13.142.265;657.113.250;0;13.142.265;13.142.265;0;0;-643.970.985;0;-643.970.985;0;0;;-643.970.985;211.07.002204606000;;Dinas Jasa;5040201010
120502004492-0;12211;TG TEMBAGA;1221102211;Pelayanan Kapal;Terminal Tanjung Tembaga;1041;12;2025;;120502004492;0;1205010200;120502;Bangunan Fasipel;Gudang Penumpukan;Aset Tetap Pemilikan Langsung;A/52934321;0;Gudang 103;01/01/1971;01/01/1971;01/10/1970;600;0;516.051.000;0,00000000000;10.321.020;516.051.000;0;10.321.020;10.321.020;0;0;-505.729.980;0;-505.729.980;0;0;;-505.729.980;211.07.002205616100;;Dinas Jasa;5040201010
120502004493-0;12211;TG TEMBAGA;1221102211;Pelayanan Kapal;Terminal Tanjung Tembaga;1041;12;2025;;120502004493;0;1205010200;120502;Bangunan Fasipel;Gudang Penumpukan;Aset Tetap Pemilikan Langsung;A/1;0;Gudang 105;01/01/1924;01/01/1924;01/07/1966;600;0;447.078.000;0,00000000000;1;447.078.000;0;1;1;0;0;-447.077.999;0;-447.077.999;0;0;;-447.077.999;211.07.002206626200;;Dinas Jasa;5040201010
120502004494-0;12211;TG TEMBAGA;1221102211;Pelayanan Kapal;Terminal Tanjung Tembaga;1041;12;2025;;120502004494;0;1205010200;120502;Bangunan Fasipel;Gudang Penumpukan;Aset Tetap Pemilikan Langsung;A/387537919;0;Gudang 104;01/01/1986;01/01/1986;01/09/1985;600;116;978.502.500;0,00000000000;19.570.050;978.502.500;0;224.142.306;204.963.657;-1.598.221;-19.178.649;-754.360.194;-19.178.649;-754.360.194;0;0;;-773.538.843;211.07.002211737300;;Dinas Jasa;5040201010
120502004495-0;12211;TG TEMBAGA;1221102211;Pelayanan Kapal;Terminal Tanjung Tembaga;1041;12;2025;;120502004495;0;1205010200;120502;Bangunan Fasipel;Lap. Penum. Fleksibel (Paving);Aset Tetap Pemilikan Langsung;A/2;0;Lapangan Penumpukan Rehab;01/07/1994;01/07/1994;01/07/2006;360;126;53.881.818;0,00000000000;1;53.881.818;0;1;1;0;0;-53.881.817;0;-53.881.817;0;0;;-53.881.817;211.08.00223211311300;;Probolinggo;5040201010
120502004495-1;12211;TG TEMBAGA;1221102211;Pelayanan Kapal;Terminal Tanjung Tembaga;1041;12;2025;;120502004495;1;1205010200;120502;Bangunan Fasipel;Lap. Penum. Fleksibel (Paving);Aset Tetap Pemilikan Langsung;A/2;0;Rehab Lapangan;01/10/1995;01/10/1995;01/07/2006;360;126;61.981.818;0,00000000000;1;61.981.818;0;1;1;0;0;-61.981.817;0;-61.981.817;0;0;;-61.981.817;211.08.00223811911900;;0;5040201010
120502004496-0;12213;TANJUNG WANGI;1221305111;Terminal Tg Wangi;Terminal Tanjung Wangi;1051;12;2025;;120502004496;0;1205010200;120502;Bangunan Fasipel;Gudang Penumpukan;Aset Tetap Pemilikan Langsung;A/901141610;0;Gudang F;30/06/2015;30/06/2015;01/07/2015;600;474;919.157.088;0,00000000000;18.383.142;919.157.088;0;748.010.038;729.994.559;-1.501.290;-18.015.479;-171.147.050;-18.015.479;-171.147.050;0;0;;-189.162.529;211.07.007706103521035200;;Tg. Wangi;5040201010
120502004497-0;12213;TANJUNG WANGI;1221305111;Terminal Tg Wangi;Terminal Tanjung Wangi;1051;12;2025;;120502004497;0;1205010200;120502;Bangunan Fasipel;Gudang Penumpukan;Aset Tetap Pemilikan Langsung;A/394120800;0;Gudang C;30/06/2015;30/06/2015;01/07/2015;600;474;402.000.000;0,00000000000;8.040.000;402.000.000;0;327.147.600;319.268.400;-656.600;-7.879.200;-74.852.400;-7.879.200;-74.852.400;0;0;;-82.731.600;211.07.007713103591035900;;Tg. Wangi;5040201010
120502004498-0;12213;TANJUNG WANGI;1221305111;Terminal Tg Wangi;Terminal Tanjung Wangi;1051;12;2025;;120502004498;0;1205010200;120502;Bangunan Fasipel;Dermaga Kayu/Besi/Ponton;Aset Tetap Pemilikan Langsung;A/42677722;0;Bollard;05/10/2015;05/10/2015;01/11/2015;120;0;45.660.901;0,00000000000;913.218;45.660.901;0;4.642.192;913.218;0;-3.728.974;-41.018.709;-3.728.974;-41.018.709;0;0;;-44.747.683;211.05.007926105721057200;;Pelabuhan Tg Wangi;5040201010
120502004499-0;12213;TANJUNG WANGI;1221305111;Terminal Tg Wangi;Terminal Tanjung Wangi;1051;12;2025;;120502004499;0;1205010200;120502;Bangunan Fasipel;Dermaga Konstruksi Beton;Aset Tetap Pemilikan Langsung;A/5058966441;0;Dermaga Beton VI;05/10/2015;05/10/2015;01/11/2015;600;478;5.125.945.462;0,00000000000;102.518.909;5.125.945.462;0;4.204.983.927;4.104.515.396;-8.372.378;-100.468.531;-920.961.535;-100.468.531;-920.961.535;0;0;;-1.021.430.066;211.03.007927105731057300;;Tg Wangi;5040201010
120502004499-1;12213;TANJUNG WANGI;1221305111;Terminal Tg Wangi;Terminal Tanjung Wangi;1051;12;2025;125121000971;120502004499;1;1205010200;120502;Bangunan Fasipel;Dermaga Konstruksi Beton;Aset Tetap Pemilikan Langsung;A/5058966441;0;Perkuatan dan Peningkatan Dermaga Beton VI;17/12/2024;26/10/2024;26/11/2024;600;587;343.530.945;2,00000000000;6.870.619;343.530.945;0;342.408.744;335.675.537;-561.101;-6.733.207;-1.122.201;-6.733.207;-1.122.201;0;0;;-7.855.408;211.03.007927105731057300;;;5040201010
120502004500-0;12213;TANJUNG WANGI;1221305111;Terminal Tg Wangi;Terminal Tanjung Wangi;1051;12;2025;;120502004500;0;1205010200;120502;Bangunan Fasipel;Talud/Dinding Penahan Tanah;Aset Tetap Pemilikan Langsung;A/98292700;0;Talud;07/08/2008;07/08/2008;01/08/2008;600;391;116.234.545;0,00000000000;1.000.000;116.234.545;0;78.834.143;76.516.501;-193.137;-2.317.642;-37.400.402;-2.317.642;-37.400.402;0;0;;-39.718.044;211.06.0024221201120100;;Tg Wangi;5040201010
120502004501-0;12213;TANJUNG WANGI;1221305111;Terminal Tg Wangi;Terminal Tanjung Wangi;1051;12;2025;;120502004501;0;1205010200;120502;Bangunan Fasipel;Fender V/M/Silindris;Aset Tetap Pemilikan Langsung;A/56124374;0;Pengadaan Fender Karet;26/09/2008;26/09/2008;01/10/2008;120;0;234.640.000;0,00000000000;4.692.800;234.640.000;0;4.692.800;4.692.800;0;0;-229.947.200;0;-229.947.200;0;0;;-229.947.200;211.04.0024231202120200;;Tg Wangi;5040201010
120502004502-0;12213;TANJUNG WANGI;1221305111;Terminal Tg Wangi;Terminal Tanjung Wangi;1051;12;2025;;120502004502;0;1205010200;120502;Bangunan Fasipel;Lap. Penum. Fleksibel (Paving);Aset Tetap Pemilikan Langsung;A/255168118;0;Open Storage;30/11/2009;30/11/2009;01/12/2009;360;167;745.028.182;0,00000000000;1.000.000;745.028.182;0;1.000.000;1.000.000;0;0;-744.028.182;0;-744.028.182;0;0;;-744.028.182;211.08.0024291208120800;;Tanjung Wangi;5040201010
120502004503-0;12213;TANJUNG WANGI;1221305111;Terminal Tg Wangi;Terminal Tanjung Wangi;1051;12;2025;;120502004503;0;1205010200;120502;Bangunan Fasipel;Lap. Penum. Fleksibel (Paving);Aset Tetap Pemilikan Langsung;A/346607771;0;Pemadatan & Pemagaran Lapangan Lini II;31/12/2009;31/12/2009;01/01/2010;360;168;98.375.455;0,00000000000;1.000.000;98.375.455;0;1.000.000;1.000.000;0;0;-97.375.455;0;-97.375.455;0;0;;-97.375.455;211.08.0024321211121100;;Tanjung Wangi;5040201010
120502004504-0;12213;TANJUNG WANGI;1221305111;Terminal Tg Wangi;Terminal Tanjung Wangi;1051;12;2025;;120502004504;0;1205010200;120502;Bangunan Fasipel;Gudang Penumpukan;Aset Tetap Pemilikan Langsung;A/269268262;0;Gudang D;31/10/2007;31/10/2007;01/10/2001;600;309;378.892.727;0,00000000000;7.577.855;378.892.727;0;206.231.312;198.805.015;-618.858;-7.426.297;-172.661.415;-7.426.297;-172.661.415;0;0;;-180.087.712;211.07.0024451230123000;;Tg. Wangi;5040201010
120502004505-0;12213;TANJUNG WANGI;1221305111;Terminal Tg Wangi;Terminal Tanjung Wangi;1051;12;2025;;120502004505;0;1205010200;120502;Bangunan Fasipel;Bangunan Terminal Penumpang;Aset Tetap Pemilikan Langsung;A/176660603;0;Terminal Penumpang;01/01/1996;01/01/1996;01/02/1996;600;241;352.946.546;0,00000000000;7.058.931;352.946.546;0;102.898.625;98.352.869;-378.813;-4.545.756;-250.047.921;-4.545.756;-250.047.921;0;0;;-254.593.677;211.12.0024511236123600;;Tg. Wangi;5040201010
120502004506-0;12213;TANJUNG WANGI;1221305111;Terminal Tg Wangi;Terminal Tanjung Wangi;1051;12;2025;;120502004506;0;1205010200;120502;Bangunan Fasipel;Dermaga Konstruksi Beton;Aset Tetap Pemilikan Langsung;P/23.03.019;0;Dermaga Beton I;31/12/1999;31/12/1999;01/02/1998;600;265;1.350.512.611;0,00000000000;27.010.252;1.350.512.611;0;638.027.175;611.557.128;-2.205.837;-26.470.047;-712.485.436;-26.470.047;-712.485.436;0;0;;-738.955.483;211.03.0024531239123900;;Tg. Wangi;5040201010
120502004506-1;12213;TANJUNG WANGI;1221305111;Terminal Tg Wangi;Terminal Tanjung Wangi;1051;12;2025;125121000971;120502004506;1;1205010200;120502;Bangunan Fasipel;Dermaga Konstruksi Beton;Aset Tetap Pemilikan Langsung;P/23.03.019;0;Perkuatan dan Peningkatan Dermaga Beton I;17/12/2024;26/10/2024;26/11/2024;600;587;1.541.483.054;2,00000000000;30.829.661;1.541.483.054;0;1.536.447.543;1.506.234.475;-2.517.756;-30.213.068;-5.035.511;-30.213.068;-5.035.511;0;0;;-35.248.579;PO 7200000024 / NWA 510004410;;;5040201010
120502004506-2;12213;TANJUNG WANGI;1221305111;Terminal Tg Wangi;Terminal Tanjung Wangi;1051;12;2025;125121000971;120502004506;2;1205010200;120502;Bangunan Fasipel;Trestle (Konstruksi beton);Aset Tetap Pemilikan Langsung;P/23.03.019;0;Perbaikan Trestle Dermaga I;17/12/2024;26/10/2024;26/11/2024;600;587;437.757.925;2,00000000000;8.755.159;437.757.925;0;436.327.916;427.747.861;-715.004;-8.580.055;-1.430.009;-8.580.055;-1.430.009;0;0;;-10.010.064;PO 7200000024 / NWA 510004410;;;5040201010
120502004507-0;12213;TANJUNG WANGI;1221305111;Terminal Tg Wangi;Terminal Tanjung Wangi;1051;12;2025;;120502004507;0;1205010200;120502;Bangunan Fasipel;Dermaga Konstruksi Beton;Aset Tetap Pemilikan Langsung;P/23.03.019;0;Dermaga Beton II;31/12/1999;31/12/1999;01/05/1996;600;244;1.841.898.839;0,00000000000;36.837.977;1.841.898.839;0;806.997.278;770.896.061;-3.008.435;-36.101.217;-1.034.901.561;-36.101.217;-1.034.901.561;0;0;;-1.071.002.778;211.03.0024541240124000;;Tg. Wangi;5040201010
120502004507-1;12213;TANJUNG WANGI;1221305111;Terminal Tg Wangi;Terminal Tanjung Wangi;1051;12;2025;125121000971;120502004507;1;1205010200;120502;Bangunan Fasipel;Dermaga Konstruksi Beton;Aset Tetap Pemilikan Langsung;P/23.03.019;0;Perkuatan dan Peningkatan Dermaga Beton II;17/12/2024;26/10/2024;26/11/2024;600;587;1.561.747.962;2,00000000000;31.234.959;1.561.747.962;0;1.556.646.252;1.526.035.992;-2.550.855;-30.610.260;-5.101.710;-30.610.260;-5.101.710;0;0;;-35.711.970;PO 7200000024 / NWA 510004410;;;5040201010
120502004507-2;12213;TANJUNG WANGI;1221305111;Terminal Tg Wangi;Terminal Tanjung Wangi;1051;12;2025;125121000971;120502004507;2;1205010200;120502;Bangunan Fasipel;Trestle (Konstruksi beton);Aset Tetap Pemilikan Langsung;P/23.03.019;0;Perbaikan Trestle Dermaga II;17/12/2024;26/10/2024;26/11/2024;600;587;553.886.507;2,00000000000;11.077.730;553.886.507;0;552.077.144;541.220.968;-904.682;-10.856.176;-1.809.363;-10.856.176;-1.809.363;0;0;;-12.665.539;PO 7200000024 / NWA 510004410;;;5040201010
120502004508-1;12213;TANJUNG WANGI;1221305111;Terminal Tg Wangi;Terminal Tanjung Wangi;1051;12;2025;;120502004508;1;1205010200;120502;Bangunan Fasipel;Dermaga Konstruksi Beton;Aset Tetap Pemilikan Langsung;A/1614753966;0;Trestle Dermaga III;31/12/2009;31/12/2009;01/01/2010;610;408;38.495.200;0,00000000000;769.904;38.495.200;0;18.164.202;17.678.780;-40.452;-485.422;-20.330.998;-485.422;-20.330.998;0;0;;-20.816.420;211.03.0024331212121200;;Tanjung Wangi;5040201010
120502004509-0;12302;TANJUNG EMAS;1230202311;Pelayanan Terminal;Terminal Tanjung Emas;1061;12;2025;;120502004509;0;1205010200;120502;Bangunan Fasipel;Dermaga Konstruksi Beton;Aset Tetap Pemilikan Langsung;A/1;0;Kade Pertamina;01/01/2021;01/01/2021;01/07/1966;600;0;17.542.705;0,00000000000;1;17.542.705;0;1;1;0;0;-17.542.704;0;-17.542.704;0;0;;-17.542.704;211.06.0025981007100700;;Pelabuhan Dalam;5040201010
120502004510-0;12302;TANJUNG EMAS;1230202211;Pelayanan Kapal;Terminal Tanjung Emas;1061;12;2025;;120502004510;0;1205010200;120502;Bangunan Fasipel;Fixed Breakwater;Aset Tetap Pemilikan Langsung;A/9169761190;0;Dam Sebelah Barat;01/01/1977;01/01/1977;01/10/1976;600;9;73.459.026;0,00000000000;1.000.000;73.459.026;0;3.536.066;2.086.885;-120.765;-1.449.181;-69.922.960;-1.449.181;-69.922.960;0;0;;-71.372.141;211.02.0026021011101100;;Pelabuhan Dalam;5040201010
